account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial_x,is_churned,total_subscriptions,churned_subscriptions,total_mrr,avg_mrr,total_arr,max_tenure_months,avg_tenure_months,has_upgraded,has_downgraded,is_trial_y,auto_renew_count,sub_churn_rate,total_usage_events,total_usage_count,total_usage_duration,avg_usage_duration,total_errors,unique_features_used,beta_feature_usage,engagement_score,total_tickets,escalated_tickets,avg_resolution_hours,avg_first_response_mins,avg_satisfaction,urgent_tickets,escalation_rate,TenureGroup,signup_month,signup_year,signup_quarter,RevenueTier,EngagementTier,CLV,HighRisk
A-ac9111,Company_487,Healthtech,US,2023-08-12,event,Pro,21,True,False,16,2,26626,1664.125,319512,34.1,21.7,False,True,True,14,0.125,83,808,254330,3064.2168674698796,46,36,10,83.37,3.0,0.0,24.67,89.67,4.33,2.0,0.0,24+ Months,2023-08,2023,2023Q3,High,High,36111.51,0
A-18793f,Company_488,Edtech,US,2024-12-18,organic,Basic,148,True,False,11,1,78588,7144.363636363636,943056,18.4,16.599999999999998,True,False,True,9,0.091,48,486,168310,3506.4583333333335,20,30,4,60.58,5.0,0.0,45.2,101.6,3.8,0.0,0.0,13-24 Months,2024-12,2024,2024Q4,Very High,Medium,118596.44,0
A-9f0b68,Company_489,Edtech,US,2024-04-28,ads,Basic,10,False,False,12,0,28518,2376.5,342216,25.6,21.866666666666664,True,True,True,9,0.0,70,709,194123,2773.1857142857143,33,36,12,78.67,3.0,0.0,30.33,96.33,3.67,1.0,0.0,24+ Months,2024-04,2024,2024Q2,High,High,51966.13,0
A-d3c88e,Company_490,Devtools,US,2024-10-18,event,Pro,16,False,False,13,0,26183,2014.076923076923,314196,20.3,19.16923076923077,True,False,True,9,0.0,64,644,204483,3195.046875,47,33,11,71.83,3.0,0.0,58.0,48.0,4.0,1.0,0.0,13-24 Months,2024-10,2024,2024Q4,High,Medium,38608.31,0
A-ccb686,Company_491,Devtools,US,2024-01-22,other,Basic,10,False,False,12,1,21541,1795.0833333333333,258492,29.1,22.25,True,True,True,8,0.083,70,721,203848,2912.114285714286,46,35,8,77.99,1.0,0.0,67.0,30.0,4.0,0.0,0.0,24+ Months,2024-01,2024,2024Q1,High,High,39940.6,0
A-118f1c,Company_492,Cybersecurity,US,2024-10-31,other,Pro,32,False,False,8,2,52160,6520.0,625920,20.0,14.2375,False,False,True,5,0.25,38,369,96816,2547.7894736842104,14,22,2,45.02,1.0,0.0,64.0,141.0,3.0,0.0,0.0,13-24 Months,2024-10,2024,2024Q4,Very High,Low,92828.5,0
A-0e966d,Company_493,Fintech,IN,2024-06-25,ads,Basic,11,False,True,11,1,12445,1131.3636363636363,149340,24.1,19.363636363636363,False,False,True,9,0.091,64,636,197685,3088.828125,34,31,11,68.95,3.0,1.0,31.67,95.33,4.33,0.0,0.33,24+ Months,2024-06,2024,2024Q2,Medium,Medium,21907.31,0
A-b9f5b1,Company_494,Cybersecurity,US,2023-01-24,other,Pro,15,True,False,7,1,7072,1010.2857142857143,84864,40.0,24.014285714285712,False,False,True,5,0.143,30,307,90576,3019.2,12,21,3,40.83,6.0,1.0,31.83,75.67,3.33,2.0,0.17,24+ Months,2023-01,2023,2023Q1,Low,Low,24261.29,0
A-8ae3fc,Company_495,Devtools,CA,2024-06-28,ads,Pro,9,False,False,8,0,4447,555.875,53364,23.6,21.2125,False,False,True,8,0.0,39,402,130242,3339.5384615384614,30,26,5,51.59,4.0,0.0,39.5,65.5,3.75,2.0,0.0,13-24 Months,2024-06,2024,2024Q2,Low,Medium,11791.5,0
A-55f257,Company_496,Fintech,US,2023-12-21,organic,Basic,9,False,False,10,0,12137,1213.7,145644,29.8,26.79,True,False,True,8,0.0,53,476,145972,2754.188679245283,25,31,6,61.35,6.0,0.0,43.17,114.5,4.67,2.0,0.0,24+ Months,2023-12,2023,2023Q4,Medium,Medium,32515.02,0
A-d26ab4,Company_497,Devtools,UK,2024-11-07,organic,Basic,9,False,True,9,1,16613,1845.888888888889,199356,19.8,17.0,False,True,True,7,0.111,46,458,121379,2638.6739130434785,24,24,3,51.75,2.0,0.0,49.5,110.0,4.0,1.0,0.0,13-24 Months,2024-11,2024,2024Q4,Medium,Medium,31380.11,0
A-712533,Company_498,Edtech,US,2023-07-31,organic,Pro,18,False,False,12,0,19382,1615.1666666666667,232584,34.9,25.53333333333333,True,False,True,11,0.0,55,571,180056,3273.7454545454543,34,32,4,67.11,5.0,0.0,37.4,97.2,3.8,0.0,0.0,24+ Months,2023-07,2023,2023Q3,High,Medium,41240.59,0
A-781cc0,Company_499,Edtech,US,2024-09-04,organic,Pro,12,False,False,16,2,18315,1144.6875,219780,21.9,18.15,True,False,True,11,0.125,87,864,270008,3103.5402298850577,42,31,7,79.78,4.0,0.0,57.5,106.0,3.75,0.0,0.0,13-24 Months,2024-09,2024,2024Q3,Medium,High,20776.08,0
